"Effect_Size_ID","Study_ID","Species_ID","Treatment_ID","Trait_ID","First_Author","Title","Year","Journal","Journal_Impact_Factor-2021","Scientific_Name","Ecosystem","Species_Overlap","Plasticity_Mechanism","Developmental_Exposure_Time","Acclimation_Exposure_Time","Exposure_Units","T1_constant","T2_mean","T2_Magnitude","Fluctuation_Category","Fluctuation_Period","Fluctuation_Unit","Acclimation_Life-History_Stage","Animal_Overlap_T1","Animal_Overlap_T2","Shared_Control","Trait_Category","Measurement","Trait_Unit","Performance_Curve","Complex_Design","Animal_Overlap","Percentage_Transformation","Proportion_Transformation","In_Transformation","Reciprocal_Transformation","n_R1-1","R1-1_Mean","R1-1_SD_Final","n_R2-2","R2-2_Mean","R2-2_SD_Final"
253,24,9,2,1,"W. H. Eldridge","Fish Growth, Physiological Stress, And Tissue Condition In Response To Rate Of Temperature Change During Cool Or Warm Diel Thermal Cycles",2015,"Canadian Journal Of Fisheries And Aquatic Sciences",3.102,"Sander vitreus","Aquatic","I","Acclimation",NA,21,"Days",23.7,23.7,7.8,"Alternating",1,"Day","Adults","C","D","B","Biochemical Assay","Cortisol","ng/g","No","No","A","No","No","No","No",6,1.03235294117647,0.518715474942319,6,2.93823529411765,3.2419717183895
254,24,9,2,2,"W. H. Eldridge","Fish Growth, Physiological Stress, And Tissue Condition In Response To Rate Of Temperature Change During Cool Or Warm Diel Thermal Cycles",2015,"Canadian Journal Of Fisheries And Aquatic Sciences",3.102,"Sander vitreus","Aquatic","I","Acclimation",NA,21,"Days",23.7,23.7,7.8,"Alternating",1,"Day","Adults","C","D","B","Biochemical Assay","Triglyceride","mg/g","No","No","A","No","No","No","No",6,1.82647058823529,0.842912646781269,6,1.42941176470588,0.518715474942318
255,24,10,2,1,"W. H. Eldridge","Fish Growth, Physiological Stress, And Tissue Condition In Response To Rate Of Temperature Change During Cool Or Warm Diel Thermal Cycles",2015,"Canadian Journal Of Fisheries And Aquatic Sciences",3.102,"Catostomus commersonii","Aquatic","J","Acclimation",NA,21,"Days",23.7,23.7,7.8,"Alternating",1,"Day","Adults","C","D","B","Biochemical Assay","Cortisol","ng/g","No","No","A","No","No","No","No",4,2.04179104477612,0.429850746268658,5,3.0089552238806,0.720881616626798
256,24,10,2,2,"W. H. Eldridge","Fish Growth, Physiological Stress, And Tissue Condition In Response To Rate Of Temperature Change During Cool Or Warm Diel Thermal Cycles",2015,"Canadian Journal Of Fisheries And Aquatic Sciences",3.102,"Catostomus commersonii","Aquatic","J","Acclimation",NA,21,"Days",23.7,23.7,7.8,"Alternating",1,"Day","Adults","C","D","B","Biochemical Assay","Triglyceride","mg/g","No","No","A","No","No","No","No",4,0.268656716417911,0.429850746268656,5,0.429850746268658,0.3604408083134
257,25,1,1,1,"K. Franke","Fitness Costs Associated With Different Frequencies And Magnitudes Of Temperature Change In The Butterfly Bicyclus Anynana",2014,"Journal Of Thermal Biology",3.189,"Bicyclus anynana","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,23,23,8,"Alternating",10,"Day",NA,"A","B","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",40,18.59,3.75659420219966,40,19.99,6.88708937069935
258,25,1,1,2,"K. Franke","Fitness Costs Associated With Different Frequencies And Magnitudes Of Temperature Change In The Butterfly Bicyclus Anynana",2014,"Journal Of Thermal Biology",3.189,"Bicyclus anynana","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,23,23,8,"Alternating",10,"Day",NA,"A","B","A","Morphology","Mass","mg","No","No","A","No","No","No","No",40,150.804020100503,24.7897143209178,40,148.391959798995,34.3242198289634
259,25,1,2,1,"K. Franke","Fitness Costs Associated With Different Frequencies And Magnitudes Of Temperature Change In The Butterfly Bicyclus Anynana",2014,"Journal Of Thermal Biology",3.189,"Bicyclus anynana","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,23,23,8,"Alternating",2,"Day",NA,"A","C","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",40,18.59,3.75659420219966,40,18.17,3.13049516849972
260,25,1,2,2,"K. Franke","Fitness Costs Associated With Different Frequencies And Magnitudes Of Temperature Change In The Butterfly Bicyclus Anynana",2014,"Journal Of Thermal Biology",3.189,"Bicyclus anynana","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,23,23,8,"Alternating",2,"Day",NA,"A","C","A","Morphology","Mass","mg","No","No","A","No","No","No","No",40,150.804020100503,24.7897143209178,40,145.979899497487,32.4173187273541
261,25,1,3,1,"K. Franke","Fitness Costs Associated With Different Frequencies And Magnitudes Of Temperature Change In The Butterfly Bicyclus Anynana",2014,"Journal Of Thermal Biology",3.189,"Bicyclus anynana","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,23,23,14,"Alternating",2,"Day",NA,"A","D","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",40,18.59,3.75659420219966,40,20.13,5.75534534150645
262,25,1,3,2,"K. Franke","Fitness Costs Associated With Different Frequencies And Magnitudes Of Temperature Change In The Butterfly Bicyclus Anynana",2014,"Journal Of Thermal Biology",3.189,"Bicyclus anynana","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,23,23,14,"Alternating",2,"Day",NA,"A","D","A","Morphology","Mass","mg","No","No","A","No","No","No","No",40,150.804020100503,24.7897143209178,40,138.442211055276,41.9518242353994
263,25,1,1,3,"K. Franke","Fitness Costs Associated With Different Frequencies And Magnitudes Of Temperature Change In The Butterfly Bicyclus Anynana",2014,"Journal Of Thermal Biology",3.189,"Bicyclus anynana","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,23,23,8,"Alternating",10,"Day",NA,"A","B","A","Life-History Traits","Development Time","Days","No","No","B","No","No","No","Yes",40,21.81,7.08350195877718,40,23.91,3.98446985181217
264,25,1,1,4,"K. Franke","Fitness Costs Associated With Different Frequencies And Magnitudes Of Temperature Change In The Butterfly Bicyclus Anynana",2014,"Journal Of Thermal Biology",3.189,"Bicyclus anynana","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,23,23,8,"Alternating",10,"Day",NA,"A","B","A","Morphology","Mass","mg","No","No","B","No","No","No","No",40,177.939698492462,38.1380220321815,40,170.100502512563,34.3242198289634
265,25,1,2,3,"K. Franke","Fitness Costs Associated With Different Frequencies And Magnitudes Of Temperature Change In The Butterfly Bicyclus Anynana",2014,"Journal Of Thermal Biology",3.189,"Bicyclus anynana","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,23,23,8,"Alternating",2,"Day",NA,"A","C","A","Life-History Traits","Development Time","Days","No","No","B","No","No","No","Yes",40,21.81,7.08350195877718,40,21.6,3.5417509793886
266,25,1,2,4,"K. Franke","Fitness Costs Associated With Different Frequencies And Magnitudes Of Temperature Change In The Butterfly Bicyclus Anynana",2014,"Journal Of Thermal Biology",3.189,"Bicyclus anynana","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,23,23,8,"Alternating",2,"Day",NA,"A","C","A","Morphology","Mass","mg","No","No","B","No","No","No","No",40,177.939698492462,38.1380220321815,40,172.814070351759,34.3242198289632
267,25,1,3,3,"K. Franke","Fitness Costs Associated With Different Frequencies And Magnitudes Of Temperature Change In The Butterfly Bicyclus Anynana",2014,"Journal Of Thermal Biology",3.189,"Bicyclus anynana","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,23,23,14,"Alternating",2,"Day",NA,"A","D","A","Life-History Traits","Development Time","Days","No","No","B","No","No","No","Yes",40,21.81,7.08350195877718,40,26.85,11.0679718105894
268,25,1,3,4,"K. Franke","Fitness Costs Associated With Different Frequencies And Magnitudes Of Temperature Change In The Butterfly Bicyclus Anynana",2014,"Journal Of Thermal Biology",3.189,"Bicyclus anynana","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,23,23,14,"Alternating",2,"Day",NA,"A","D","A","Morphology","Mass","mg","No","No","B","No","No","No","No",40,177.939698492462,38.1380220321815,40,153.21608040201,47.6725275402268
269,26,1,1,1,"M. Czarnoleski","Flies Developed Small Bodies And Small Cells In Warm And In Thermally Fluctuating Environments",2013,"Journal Of Experimental Biology",3.308,"Drosophila melanogaster","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,25.2,25.1,8,"Alternating",1,"Day",NA,"A","B","A","Life-History Traits","Development Time","Days","No","Yes","A","No","No","No","Yes",13,8.14516129032258,0.508064516129032,13,8.08870967741935,0.508064516129034
270,26,1,1,2,"M. Czarnoleski","Flies Developed Small Bodies And Small Cells In Warm And In Thermally Fluctuating Environments",2013,"Journal Of Experimental Biology",3.308,"Drosophila melanogaster","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,25.2,25.1,8,"Alternating",1,"Day",NA,"A","B","A","Morphology","Thorax Size","mm","No","Yes","A","No","No","No","No",13,0.946680497925311,0.0435684647302905,13,0.931742738589211,0.0423236514522821
271,26,1,1,3,"M. Czarnoleski","Flies Developed Small Bodies And Small Cells In Warm And In Thermally Fluctuating Environments",2013,"Journal Of Experimental Biology",3.308,"Drosophila melanogaster","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,25.2,25.1,8,"Alternating",1,"Day",NA,"A","B","A","Morphology","Thorax Size","mm","No","Yes","A","No","No","No","No",13,0.810995850622406,0.0435684647302905,13,0.807261410788381,0.0423236514522821
272,26,1,2,1,"M. Czarnoleski","Flies Developed Small Bodies And Small Cells In Warm And In Thermally Fluctuating Environments",2013,"Journal Of Experimental Biology",3.308,"Drosophila melanogaster","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,18.1,18.2,8,"Alternating",1,"Day",NA,"C","D","B","Life-History Traits","Development Time","Days","No","Yes","A","No","No","No","Yes",13,18.758064516129,0.508064516129028,13,16.0483870967742,0.56451612903226
273,26,1,2,2,"M. Czarnoleski","Flies Developed Small Bodies And Small Cells In Warm And In Thermally Fluctuating Environments",2013,"Journal Of Experimental Biology",3.308,"Drosophila melanogaster","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,18.1,18.2,8,"Alternating",1,"Day",NA,"C","D","B","Morphology","Thorax Size","mm","No","Yes","A","No","No","No","No",13,0.98402489626556,0.0435684647302905,13,0.98402489626556,0.0435684647302905
274,26,1,2,3,"M. Czarnoleski","Flies Developed Small Bodies And Small Cells In Warm And In Thermally Fluctuating Environments",2013,"Journal Of Experimental Biology",3.308,"Drosophila melanogaster","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,18.1,18.2,8,"Alternating",1,"Day",NA,"C","D","B","Morphology","Thorax Size","mm","No","Yes","A","No","No","No","No",13,0.884439834024896,0.0448132780082988,13,0.869502074688796,0.0448132780082988
275,27,1,4,1,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Manduca sexta","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,25,25,20,"Sinusoidal (Sine Curve)",1,"Day",NA,"D","F","B","Life-History Traits","Individual Growth Rate","ln(mg)/day","Yes","No","A","No","No","Yes","No",10,0.639508928571429,0.148231765320392,10,0.639508928571429,0.285875547403614
276,27,1,1,2,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Manduca sexta","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,20,20,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Morphology","Mass","g","No","Yes","B","No","No","No","No",10,1.60921501706485,0.16189134779019,10,1.84982935153584,0.161891347790191
277,27,1,1,3,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Manduca sexta","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,20,20,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Life-History Traits","Development Time","Days","No","Yes","B","No","No","No","Yes",10,18.1501976284585,0.599957816948938,10,21.7075098814229,0.74994727118619
278,27,1,2,2,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Manduca sexta","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,20,20,20,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","C","A","Morphology","Mass","g","No","Yes","B","No","No","No","No",10,1.60921501706485,0.16189134779019,10,2.07508532423208,0.16189134779019
279,27,1,2,3,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Manduca sexta","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,20,20,20,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","C","A","Life-History Traits","Development Time","Days","No","Yes","B","No","No","No","Yes",10,18.1501976284585,0.599957816948938,10,17.1067193675889,0.749947271186178
280,27,1,3,2,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Manduca sexta","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,25,25,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"D","E","B","Morphology","Mass","g","No","Yes","B","No","No","No","No",10,2.21843003412969,0.30759356080136,10,1.84470989761092,0.178080482569211
281,27,1,3,3,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Manduca sexta","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,25,25,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"D","E","B","Life-History Traits","Development Time","Days","No","Yes","B","No","No","No","Yes",10,13.6442687747036,0.899936725423413,10,14.403162055336,0.899936725423418
282,27,1,4,2,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Manduca sexta","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,25,25,20,"Sinusoidal (Sine Curve)",1,"Day",NA,"D","F","B","Morphology","Mass","g","No","Yes","B","No","No","No","No",10,2.21843003412969,0.30759356080136,10,1.98805460750853,0.291404426022344
283,27,1,4,3,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Manduca sexta","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,25,25,20,"Sinusoidal (Sine Curve)",1,"Day",NA,"D","F","B","Life-History Traits","Development Time","Days","No","Yes","B","No","No","No","Yes",10,13.6442687747036,0.899936725423413,10,12.7430830039526,0.749947271186178
284,27,1,5,2,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Manduca sexta","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,30,30,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"G","H","C","Morphology","Mass","g","No","Yes","B","No","No","No","No",10,1.65529010238908,0.307593560801362,10,1.3839590443686,0.210458752127247
285,27,1,5,3,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Manduca sexta","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,30,30,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"G","H","C","Life-History Traits","Development Time","Days","No","Yes","B","No","No","No","Yes",10,8.3794466403162,0.449968362711704,10,9.18577075098814,0.899936725423407
286,27,1,6,2,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Manduca sexta","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,30,30,20,"Sinusoidal (Sine Curve)",1,"Day",NA,"G","I","C","Morphology","Mass","g","No","Yes","B","No","No","No","No",10,1.65529010238908,0.307593560801362,10,1.10750853242321,0.16189134779019
287,27,1,6,3,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Manduca sexta","Terrestrial","A","Developmental Plasticity","Larval Period",NA,NA,30,30,20,"Sinusoidal (Sine Curve)",1,"Day",NA,"G","I","C","Life-History Traits","Development Time","Days","No","Yes","B","No","No","No","Yes",10,8.3794466403162,0.449968362711704,10,11.2727272727273,0.749947271186173
288,28,1,1,1,"G. Cavieres","Fluctuating Thermal Environments And Time-Dependent Effects On Fruit Fly Egg-Hatching Performance",2018,"Ecology And Evolution",3.167,"Drosophila melanogaster","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,28,28,8,"Alternating",6,"Hour",NA,"A","B","A","Population","Hatching Success","Proportion","No","No","A","No","Yes","No","No",10,0.769230769230769,0.129734468109472,13,0.538461538461539,0.212635075219671
289,28,1,2,1,"G. Cavieres","Fluctuating Thermal Environments And Time-Dependent Effects On Fruit Fly Egg-Hatching Performance",2018,"Ecology And Evolution",3.167,"Drosophila melanogaster","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,28,28,8,"Alternating",12,"Hour",NA,"A","C","A","Population","Hatching Success","Proportion","No","No","A","No","Yes","No","No",10,0.769230769230769,0.129734468109472,10,0.502564102564103,0.178384893650524
290,28,1,3,1,"G. Cavieres","Fluctuating Thermal Environments And Time-Dependent Effects On Fruit Fly Egg-Hatching Performance",2018,"Ecology And Evolution",3.167,"Drosophila melanogaster","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,28,28,8,"Alternating",1,"Day",NA,"A","D","A","Population","Hatching Success","Proportion","No","No","A","No","Yes","No","No",10,0.769230769230769,0.129734468109472,10,0.71025641025641,0.186493297907366
291,28,1,4,1,"G. Cavieres","Fluctuating Thermal Environments And Time-Dependent Effects On Fruit Fly Egg-Hatching Performance",2018,"Ecology And Evolution",3.167,"Drosophila melanogaster","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,28,28,8,"Alternating",2,"Day",NA,"A","E","A","Population","Hatching Success","Proportion","No","No","A","No","Yes","No","No",10,0.769230769230769,0.129734468109472,12,0.441025641025641,0.204293172174791
