Effect_Size_ID,Study_ID,Species_ID,Treatment_ID_T1,Treatment_ID_T2,Trait_ID,First_Author,Title,Year,Journal,Journal_Impact_Factor-2021,Kingdom,Phylum,Class,Order,Family,Scientific_Name,Ecosystem,Plasticity_Mechanism,Developmental_Exposure_Time_Category,Developmental_Exposure_Time,Acclimation_Exposure_Time,Exposure_Units,T1_constant,T1_fluctuation,T2_constant,T2_fluctuation,High,Fluctuation_Magnitude,Fluctuation_Category,Fluctuation_Period,Fluctuation_Unit,Number_Of_Fluctuations,Acclimation_Life-History_Stage,Acclimation_Life-History_Stage_Category,Trait_Category,Measurement,Trait_Unit,per_transform,ln_transform,Sex,Performance_Curve,Complex_Design,Shared_Control_Number,n_T1_C,Mean_T1_C,SD_Final_T1_C,n_T1_F,Mean_T1_F,SD_Final_T1_F,n_T2_C,Mean_T2_C,SD_Final_T2_C,n_T2_F,Mean_T2_F,SD_Final_T2_F
232,129,1,1,2,3,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,10,Sinusoidal,1,Day,NA,NA,NA,Physiological,Simming speed,10^-3 m/s,No,No,NA,No,Yes,188,12,2.004830918,0.41836976,12,3.816425121,0.669391616,12,2.826086957,2.259196706,12,2.971014493,1.422457185
233,129,1,1,2,4,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,10,Sinusoidal,1,Day,NA,NA,NA,Biochemical,CytP450,pmol/L.ug protein,No,No,NA,No,Yes,189,4,4.95049505,3.429803579,4,5.148514851,4.115764295,4,8.316831683,8.23152859,4,5.742574257,1.371921432
234,129,1,1,2,5,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,10,Sinusoidal,1,Day,NA,NA,NA,Biochemical,ETS activity,nmolO2/min.ug protein,No,No,NA,No,Yes,190,4,4.253731343,2.068120367,4,2.985074627,1.034060184,4,5.074626866,2.585150459,4,4.029850746,0.775545138
235,129,1,1,2,6,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,10,Sinusoidal,1,Day,NA,NA,NA,Biochemical,Hgb content,10^-4H576/ug protein,No,No,NA,No,Yes,191,4,1.256157635,0.767904299,4,4.876847291,2.303712897,4,1.477832512,0.511936199,4,2.216748768,1.279840498
236,129,1,1,2,7,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,10,Sinusoidal,1,Day,NA,NA,NA,Biochemical,AchE,10^-4 umol/min.ug protein,No,No,NA,No,Yes,192,4,3.838383838,3.674047168,4,6.212121212,5.423593438,4,3.838383838,0.174954627,4,2.373737374,0.699818508
237,129,2,1,1,1,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,5,Sinusoidal,1,Day,NA,NA,NA,Physiological,Heart rate,bpm,No,No,NA,No,Yes,193,12,103.8461538,46.63213713,12,201.9230769,53.293871,12,209.6153846,59.95560488,12,198.0769231,13.32346775
238,129,2,1,1,2,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,5,Sinusoidal,1,Day,NA,NA,NA,Physiological,Limb activity,bpm,No,No,NA,No,Yes,194,12,176.3975155,77.45817276,12,273.2919255,51.63878184,12,245.9627329,51.63878184,12,223.6024845,25.81939092
239,129,2,1,1,3,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,5,Sinusoidal,1,Day,NA,NA,NA,Physiological,Simming speed,10^-3 m/s,No,No,NA,No,Yes,195,12,4.22705314,0.669391616,12,2.657004831,1.004087425,12,2.028985507,1.589805089,12,2.29468599,1.087761377
240,129,2,1,1,4,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,5,Sinusoidal,1,Day,NA,NA,NA,Biochemical,CytP450,pmol/L.ug protein,No,No,NA,No,Yes,196,4,9.900990099,5.487685727,4,8.514851485,3.429803579,4,10.4950495,4.801725011,4,9.108910891,3.429803579
241,129,2,1,1,5,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,5,Sinusoidal,1,Day,NA,NA,NA,Biochemical,ETS activity,nmolO2/min.ug protein,No,No,NA,No,Yes,197,4,6.343283582,1.809605321,4,6.268656716,3.619210643,4,5.074626866,3.619210643,4,6.194029851,2.326635413
242,129,2,1,1,6,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,5,Sinusoidal,1,Day,NA,NA,NA,Biochemical,Hgb content,10^-4H576/ug protein,No,No,NA,No,Yes,198,4,3.325123153,2.559680996,4,2.660098522,0.767904299,4,5.837438424,1.279840498,4,3.768472906,2.047744797
243,129,2,1,1,7,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,5,Sinusoidal,1,Day,NA,NA,NA,Biochemical,AchE,10^-4 umol/min.ug protein,No,No,NA,No,Yes,199,4,3.686868687,0.349909254,4,3.585858586,1.049727762,4,3.888888889,3.499092541,4,2.474747475,1.224682389
244,129,2,1,2,1,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,10,Sinusoidal,1,Day,NA,NA,NA,Physiological,Heart rate,bpm,No,No,NA,No,Yes,193,12,103.8461538,46.63213713,12,265.3846154,59.95560488,12,209.6153846,59.95560488,12,250,33.30866938
245,129,2,1,2,2,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,10,Sinusoidal,1,Day,NA,NA,NA,Physiological,Limb activity,bpm,No,No,NA,No,Yes,194,12,176.3975155,77.45817276,12,305.5900621,25.81939092,12,245.9627329,51.63878184,12,171.4285714,43.0323182
246,129,2,1,2,3,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,10,Sinusoidal,1,Day,NA,NA,NA,Physiological,Simming speed,10^-3 m/s,No,No,NA,No,Yes,195,12,4.22705314,0.669391616,12,3.188405797,0.251021856,12,2.028985507,1.589805089,12,2.246376812,2.091848801
247,129,2,1,2,4,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,10,Sinusoidal,1,Day,NA,NA,NA,Biochemical,CytP450,pmol/L.ug protein,No,No,NA,No,Yes,196,4,9.900990099,5.487685727,4,7.326732673,2.057882148,4,10.4950495,4.801725011,4,10.89108911,4.115764295
248,129,2,1,2,5,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,10,Sinusoidal,1,Day,NA,NA,NA,Biochemical,ETS activity,nmolO2/min.ug protein,No,No,NA,No,Yes,197,4,6.343283582,1.809605321,4,2.76119403,3.102180551,4,5.074626866,3.619210643,4,5.820895522,1.551090275
249,129,2,1,2,6,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,10,Sinusoidal,1,Day,NA,NA,NA,Biochemical,Hgb content,10^-4H576/ug protein,No,No,NA,No,Yes,198,4,3.325123153,2.559680996,4,4.507389163,2.559680996,4,5.837438424,1.279840498,4,2.586206897,0.767904299
250,129,2,1,2,7,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,10,Sinusoidal,1,Day,NA,NA,NA,Biochemical,AchE,10^-4 umol/min.ug protein,No,No,NA,No,Yes,199,4,3.686868687,0.349909254,4,2.02020202,2.099455524,4,3.888888889,3.499092541,4,4.191919192,5.773502692
